codice_sku,nome_prodotto,marca,categoria,sottocategoria,unita_misura,quantita_disponibile,quantita_minima,stato_scorte,prezzo_acquisto_eur,prezzo_vendita_eur,margine_pct,iva_pct,fornitore,scaffale,data_scadenza
SKU11731,Filone rustico,Mulino Bianco,Pane e Bakery,Grissini e Crackers,pz,22,19,OK,13.02,19.15,47.1,10,Macro Distribuzione,C01,2026-08-03
SKU11732,Yogurt bianco intero,Sterilgarda,Latticini e Uova,Uova,g,202,7,OK,1.29,1.77,37.2,10,Import & Export Frescura,I11,2026-08-07
SKU11736,Curcuma,Heinz,Condimenti e Spezie,Aceto,L,209,6,OK,26.62,34.48,29.5,10,Macro Distribuzione,J09,2028-06-19
SKU11744,Crema corpo 400ml,Head & Shoulders,Igiene Personale,Detersivi corpo,g,56,26,OK,12.84,15.27,18.9,22,Macro Distribuzione,K13,2029-02-12
SKU11753,Pizza prosciutto surgelata,Findus,Surgelati,Gelati,g,210,9,OK,1.57,1.91,21.7,10,Import & Export Frescura,K07,2027-03-13
SKU11757,Yogurt bianco intero,Grana Padano DOP,Latticini e Uova,Latte,kg,86,27,OK,12.96,18.95,46.2,10,Distribuzione Sud Srl,K13,2026-08-09
SKU11759,Panno microfibra x3,Lenor,Pulizia Casa,Carta casa,ml,246,9,OK,18.54,28.41,53.2,22,Continental Trade,A13,2029-11-28
SKU11767,Patate a spicchi surgelate,Rana,Surgelati,Piatti pronti,conf,99,8,OK,5.11,7.54,47.6,10,Frigo Transport SpA,H03,2028-05-09
SKU11771,Riso Arborio 1kg,Garofalo,Pasta e Riso,Cereali secchi,kg,35,9,OK,27.18,36.18,33.1,4,Continental Trade,F06,2028-12-20
SKU11780,Salsa di pomodoro pronta,Carli,Condimenti e Spezie,Aceto,g,88,26,OK,6.11,8.77,43.5,10,Agrimax Coop,I09,2028-04-01
SKU11786,Maschera capelli 300ml,Pantene,Igiene Personale,Rasatura,pz,241,23,OK,10.06,13.5,34.2,22,Continental Trade,E14,2029-11-07
SKU11787,Verdure miste 750g,Findus,Surgelati,Piatti pronti,g,51,6,OK,10.85,12.71,17.1,10,Import & Export Frescura,L10,2027-05-08
SKU11790,Sedano,Bonduelle,Frutta e Verdura,Funghi,kg,208,16,OK,5.95,8.13,36.6,4,Fresh Logistics Srl,L08,2026-07-09
SKU11799,Cozze,Rio Mare,Pesce,Molluschi,conf,73,27,OK,14.45,21.22,46.9,10,Distribuzione Sud Srl,G08,2026-07-04
SKU11806,Sacchi immondizia 30L x30,Scottex,Pulizia Casa,Detersivi cucina,rotoli,64,28,OK,27.05,31.69,17.2,22,Mediterr. Foods,D13,2029-07-18
SKU11815,Spazzolino manuale x2,L'Oréal,Igiene Personale,Cura capelli,pz,114,14,OK,21.8,33.48,53.6,22,Nord Food SpA,D03,2028-06-15
SKU11824,Panna acida,Granarolo,Latticini e Uova,Uova,pz,41,9,OK,12.17,16.71,37.3,10,Distribuzione Sud Srl,F10,2026-08-01
SKU11827,Uva nera,Bonduelle,Frutta e Verdura,Erbe aromatiche,pz,157,25,OK,16.83,24.56,45.9,4,Fresh Logistics Srl,J06,2026-07-03
SKU11829,Guanti lattice x10,Scottex,Pulizia Casa,Detersivi cucina,pz,17,21,CRITICO,14.85,22.76,53.3,22,Continental Trade,J03,2029-09-29
SKU11831,Ceci in scatola,Cirio,Conserve e Legumi,Condimenti,pz,55,14,OK,18.67,23.94,28.2,10,Distribuzione Sud Srl,B15,2028-11-06
SKU11837,Wafer al cioccolato,Kinder,Dolci e Snack,Merendine,pz,174,6,OK,17.3,24.19,39.8,22,Nord Food SpA,G09,2027-06-13
SKU11846,Deodorante roll-on 50ml,Nivea,Igiene Personale,Rasatura,g,131,16,OK,25.54,37.77,47.9,22,Distribuzione Sud Srl,F01,2028-07-24
SKU11852,Fagiolini surgelati 750g,Findus,Surgelati,Verdure surgelate,conf,136,22,OK,4.94,7.57,53.2,10,Nord Food SpA,D09,2028-05-30
SKU11856,Salsa Worcester,Bertolli,Condimenti e Spezie,Spezie,g,198,28,OK,5.99,8.87,48.1,10,Nord Food SpA,L11,2027-02-28
SKU11857,Noccioline tostate,Bauli,Dolci e Snack,Merendine,conf,203,10,OK,1.35,1.59,17.8,22,Nord Food SpA,J13,2027-05-15
SKU11862,Taralli pugliesi,Natura+,Pane e Bakery,Fette biscottate,g,30,26,OK,12.29,14.22,15.7,10,Fresh Logistics Srl,B02,2026-08-09
SKU11863,Balsamo capelli 200ml,Dove,Igiene Personale,Igiene orale,pz,175,30,OK,26.01,31.02,19.3,22,Nord Food SpA,E13,2029-12-08
SKU11870,Pane bianco a fette,EasyShop,Pane e Bakery,Fette biscottate,pz,203,17,OK,15.08,18.16,20.4,10,Agrimax Coop,F02,2026-07-26
SKU11871,Cornetto classico x6,Bird's Eye,Surgelati,Verdure surgelate,kg,100,24,OK,3.71,4.27,15.1,10,BioItalia Srl,F14,2027-03-29
SKU11878,Aglio in polvere,Star,Condimenti e Spezie,Salse,ml,213,24,OK,4.25,5.2,22.4,10,Nord Food SpA,D02,2028-04-26
SKU11879,Carta igienica x12,Lenor,Pulizia Casa,Superfici,ml,17,26,CRITICO,18.16,21.42,18.0,22,BioItalia Srl,J14,2030-03-19
SKU11885,Concentrato di pomodoro 200g,Cirio,Conserve e Legumi,Condimenti,ml,81,11,OK,3.07,4.29,39.7,10,Macro Distribuzione,K08,2028-10-28
SKU11890,Collutorio 500ml,L'Oréal,Igiene Personale,Rasatura,ml,245,15,OK,15.97,20.69,29.6,22,Distribuzione Sud Srl,F06,2028-11-11
SKU11894,Filo interdentale 25m,Oral-B,Igiene Personale,Igiene orale,g,187,26,OK,7.96,10.3,29.4,22,Mediterr. Foods,H10,2029-06-29
SKU11899,Plumcake,Mulino Bianco,Dolci e Snack,Cioccolato,conf,219,13,OK,5.17,7.2,39.3,22,BioItalia Srl,E08,2026-12-11
SKU11901,Salvia,MarcaRe,Frutta e Verdura,Verdura fresca,kg,151,29,OK,22.81,31.51,38.1,4,Continental Trade,E07,2026-07-06
SKU11910,Patatine ondulate,Pavesi,Dolci e Snack,Merendine,g,150,29,OK,10.43,12.93,24.0,22,Mediterr. Foods,I09,2028-02-28
SKU11912,Cracker integrali,Mulino Bianco,Pane e Bakery,Fette biscottate,g,157,30,OK,18.66,27.79,48.9,10,Continental Trade,C06,2026-07-31
SKU11915,Bresaola,Beretta,Carne,Suino,conf,10,16,CRITICO,20.68,27.78,34.3,10,BioItalia Srl,B02,2026-07-02
SKU11921,Branzino intero,EasyShop,Pesce,Pesce conservato,kg,120,17,OK,14.65,21.49,46.7,10,Distribuzione Sud Srl,L02,2026-07-03
SKU11923,Dentifricio classico 75ml,Head & Shoulders,Igiene Personale,Cura capelli,g,148,13,OK,23.28,34.55,48.4,22,Frigo Transport SpA,G04,2027-12-02
SKU11932,Riso Arborio 1kg,De Cecco,Pasta e Riso,Cereali secchi,g,124,16,OK,14.6,18.85,29.1,4,Continental Trade,C06,2028-03-17
SKU11935,Orata intera,Benessere,Pesce,Molluschi,kg,154,16,OK,6.16,7.54,22.4,10,BioItalia Srl,H02,2026-07-10
SKU11941,Maschera capelli 300ml,Oral-B,Igiene Personale,Rasatura,ml,41,23,OK,19.0,25.49,34.2,22,BioItalia Srl,A12,2028-03-13
SKU11944,Wurstel di pollo,Amadori,Carne,Suino,pz,66,10,OK,24.98,30.19,20.9,10,Frigo Transport SpA,K04,2026-07-07
SKU11945,Deodorante roll-on 50ml,Nivea,Igiene Personale,Rasatura,ml,222,20,OK,6.3,8.77,39.2,22,BioItalia Srl,H01,2028-04-13
SKU11948,Birra artigianale IPA,Peroni,Bevande,Alcol,L,236,15,OK,7.63,10.98,43.9,22,BioItalia Srl,G07,2028-01-21
SKU11951,Latte parzialmente scremato,Grana Padano DOP,Latticini e Uova,Formaggi,g,107,26,OK,14.78,22.37,51.4,10,Nord Food SpA,D01,2026-08-02
SKU11952,Carta igienica x12,Dash,Pulizia Casa,Detersivi lavatrice,pz,138,24,OK,2.88,4.07,41.3,22,Continental Trade,H03,2029-07-23
SKU11953,Dentifricio classico 75ml,Oral-B,Igiene Personale,Rasatura,g,196,30,OK,6.66,9.8,47.1,22,Fresh Logistics Srl,L14,2028-01-12
SKU11960,Tacchino a fette,EasyShop,Carne,Salumi,conf,224,24,OK,25.51,30.19,18.3,10,BioItalia Srl,A02,2026-07-09
SKU11961,Tè freddo alla pesca,Levissima,Bevande,Succhi,pz,176,11,OK,14.7,19.11,30.0,22,Macro Distribuzione,B13,2027-05-30
SKU11968,Origano,Filippo Berio,Condimenti e Spezie,Salse,g,93,23,OK,7.54,10.29,36.5,10,Frigo Transport SpA,D08,2027-11-21
SKU11977,Carta igienica x12,Lenor,Pulizia Casa,Superfici,rotoli,64,20,OK,5.25,7.21,37.3,22,Macro Distribuzione,G12,2028-04-03
SKU11979,Sapone liquido mani 300ml,Oral-B,Igiene Personale,Rasatura,g,54,8,OK,21.99,33.64,53.0,22,Continental Trade,K08,2027-10-10
SKU11982,Pane bianco a fette,Mulino Bianco,Pane e Bakery,Pane,g,111,24,OK,23.1,30.92,33.9,10,Import & Export Frescura,D12,2026-07-26
SKU11984,"Acqua frizzante 1,5L",Barilla,Bevande,Succhi,L,133,25,OK,26.08,34.17,31.0,22,Agrimax Coop,K14,2028-05-12
SKU11992,Albicocche,SmartBuy,Frutta e Verdura,Verdura fresca,conf,130,24,OK,8.22,9.56,16.3,4,Distribuzione Sud Srl,G03,2026-07-01
SKU11993,Bistecca di manzo,Fiorucci,Carne,Suino,pz,103,17,OK,21.9,28.28,29.1,10,Distribuzione Sud Srl,B03,2026-06-29
SKU12002,Farro 500g,Arborio,Pasta e Riso,Pasta lunga,kg,57,13,OK,9.94,15.26,53.5,4,Frigo Transport SpA,J13,2026-12-27
SKU12007,Prosciutto cotto alta qualità,Amadori,Carne,Bovino,pz,242,15,OK,15.77,21.31,35.1,10,Import & Export Frescura,J03,2026-07-10
SKU12012,Rasoio usa e getta x3,Oral-B,Igiene Personale,Rasatura,pz,86,29,OK,15.9,23.18,45.8,22,Mediterr. Foods,K01,2027-08-21
SKU12020,Scamorza affumicata,Granarolo,Latticini e Uova,Formaggi,pz,173,12,OK,10.9,15.97,46.5,10,Frigo Transport SpA,G01,2026-08-05
SKU12029,Sedano,Bonduelle,Frutta e Verdura,Erbe aromatiche,kg,191,26,OK,7.18,8.52,18.7,4,Continental Trade,D01,2026-07-05
SKU12035,Fagioli cannellini in scatola,Star,Conserve e Legumi,Legumi,ml,238,26,OK,7.75,11.85,52.9,10,BioItalia Srl,E01,2029-01-14
SKU12039,Farfalle 500g,De Cecco,Pasta e Riso,Pasta lunga,g,91,24,OK,5.92,7.4,25.0,4,Nord Food SpA,B06,2028-11-14
SKU12047,"Acqua naturale 1,5L",Peroni,Bevande,Succhi,pz,158,16,OK,26.84,39.97,48.9,22,Fresh Logistics Srl,E11,2028-05-08
SKU12050,Carta cucina 2 rotoli,Ace,Pulizia Casa,Carta casa,pz,13,9,OK,11.32,16.41,45.0,22,Continental Trade,A09,2030-04-20
SKU12056,Baguette,MarcaRe,Pane e Bakery,Pane,conf,2,27,CRITICO,19.64,26.2,33.4,10,BioItalia Srl,G08,2026-08-09
SKU12058,Olive nere,Star,Conserve e Legumi,Verdure conservate,ml,60,13,OK,24.17,29.6,22.5,10,Fresh Logistics Srl,F13,2028-01-01
SKU12061,Nutella 400g,Pavesi,Dolci e Snack,Snack salati,pz,218,16,OK,11.91,17.28,45.1,22,Mediterr. Foods,D02,2028-05-01
SKU12064,Birra artigianale IPA,Coca-Cola,Bevande,Alcol,pz,60,30,OK,22.85,32.87,43.9,22,BioItalia Srl,C08,2029-03-21
SKU12067,Pistacchi tostati,Mulino Bianco,Dolci e Snack,Merendine,pz,132,25,OK,5.19,7.01,35.1,22,Import & Export Frescura,E05,2028-04-21
SKU12068,Panini al latte,Galbusera,Pane e Bakery,Fette biscottate,g,214,20,OK,1.96,2.89,47.4,10,Mediterr. Foods,F11,2026-07-19
SKU12074,Carciofi sott'olio,Star,Conserve e Legumi,Pomodoro,ml,105,5,OK,26.11,32.72,25.3,10,Fresh Logistics Srl,D06,2028-08-04
SKU12083,Guanciale stagionato,Fiorucci,Carne,Salumi,kg,198,20,OK,10.14,14.39,41.9,10,Frigo Transport SpA,K08,2026-07-02
SKU12091,Aceto di vino rosso 500ml,Carli,Condimenti e Spezie,Spezie,ml,161,18,OK,18.04,27.45,52.2,10,Nord Food SpA,C12,2027-09-10
SKU12095,Mais in scatola,Valfrutta,Conserve e Legumi,Condimenti,ml,69,17,OK,19.98,27.82,39.2,10,Fresh Logistics Srl,I14,2028-03-28
SKU12102,Cosce di pollo,Amadori,Carne,Bovino,kg,240,13,OK,3.76,4.68,24.5,10,Agrimax Coop,G12,2026-06-29
SKU12104,Yogurt da bere,Müller,Latticini e Uova,Latte,L,195,21,OK,1.79,2.61,45.8,10,Import & Export Frescura,K09,2026-07-12
SKU12106,Dado granulare,Heinz,Condimenti e Spezie,Aceto,ml,113,14,OK,8.87,11.08,24.9,10,Continental Trade,C14,2026-10-23
SKU12107,Tabasco piccante,Filippo Berio,Condimenti e Spezie,Salse,g,239,22,OK,24.24,32.41,33.7,10,Mediterr. Foods,C05,2028-03-29
SKU12110,Birra Peroni 33cl,Yoga,Bevande,Succhi,cl,111,23,OK,17.78,24.97,40.4,22,Mediterr. Foods,J04,2027-08-12
SKU12112,Cioccolato fondente 70%,Bauli,Dolci e Snack,Cioccolato,pz,0,5,ESAURITO,11.72,14.21,21.2,22,Import & Export Frescura,I01,2028-03-24
SKU12113,Schiuma da barba 200ml,Pantene,Igiene Personale,Igiene orale,pz,204,18,OK,13.51,15.59,15.4,22,BioItalia Srl,A02,2029-07-30
SKU12117,Pane azzimo,Natura+,Pane e Bakery,Grissini e Crackers,g,99,25,OK,7.22,10.37,43.6,10,Import & Export Frescura,B06,2026-07-30
SKU12121,Gelato alla fragola 500ml,Algida,Surgelati,Gelati,g,68,30,OK,8.19,11.85,44.7,10,Nord Food SpA,D02,2027-01-11
SKU12126,Yogurt greco alla vaniglia,Müller,Latticini e Uova,Burro e Panna,L,48,20,OK,12.84,18.36,43.0,10,Agrimax Coop,A13,2026-08-06
SKU12127,Arrosto di manzo,Fiorucci,Carne,Suino,kg,2,28,CRITICO,7.76,11.14,43.6,10,Agrimax Coop,A04,2026-07-05
SKU12131,Capperi sotto sale,Valfrutta,Conserve e Legumi,Pomodoro,ml,118,16,OK,22.06,29.77,35.0,10,Nord Food SpA,C08,2027-02-18
SKU12136,Lucidante mobili spray,Dash,Pulizia Casa,Carta casa,ml,209,13,OK,15.35,18.77,22.3,22,Nord Food SpA,E04,2029-08-22
SKU12144,Branzino intero,Rio Mare,Pesce,Pesce fresco,g,170,21,OK,13.07,19.06,45.8,10,Frigo Transport SpA,L10,2026-07-02
SKU12150,Wurstel di pollo,Amadori,Carne,Salumi,pz,64,8,OK,20.93,28.67,37.0,10,Import & Export Frescura,D06,2026-07-03
SKU12151,Salsa di pomodoro pronta,Bertolli,Condimenti e Spezie,Salse,g,42,5,OK,6.84,9.05,32.3,10,Nord Food SpA,G12,2027-05-30
SKU12152,Peperoni gialli,Natura+,Frutta e Verdura,Verdura fresca,conf,22,29,CRITICO,19.37,23.48,21.2,4,Mediterr. Foods,B09,2026-07-08
SKU12158,Sacchi immondizia 50L x20,Ariel,Pulizia Casa,Detersivi lavatrice,L,137,27,OK,1.96,2.76,40.8,22,Mediterr. Foods,D15,2029-04-04
SKU12167,Sacchi immondizia 50L x20,Scottex,Pulizia Casa,Carta casa,g,5,11,CRITICO,22.61,29.97,32.6,22,Agrimax Coop,E05,2027-09-14
SKU12175,Rasoio usa e getta x3,Gillette,Igiene Personale,Cura capelli,pz,145,11,OK,8.46,12.09,42.9,22,Macro Distribuzione,F08,2030-02-09
SKU12180,Camomilla 20 filtri,Peroni,Bevande,Succhi,cl,75,19,OK,4.74,6.46,36.3,22,Mediterr. Foods,A01,2029-02-24
SKU12189,Baguette,Mulino Bianco,Pane e Bakery,Grissini e Crackers,conf,61,24,OK,17.47,22.63,29.5,10,Nord Food SpA,L04,2026-08-06
SKU12196,Trota filetto,EasyShop,Pesce,Pesce fresco,kg,82,25,OK,17.28,22.1,27.9,10,Continental Trade,L04,2026-06-29
SKU12197,Cosce di pollo,Amadori,Carne,Salumi,pz,8,8,OK,5.9,7.93,34.4,10,Mediterr. Foods,I15,2026-07-07
SKU12202,Lamponi,SmartBuy,Frutta e Verdura,Funghi,kg,167,11,OK,20.18,23.31,15.5,4,Mediterr. Foods,K14,2026-06-28
SKU12208,Cannelloni surgelati,Algida,Surgelati,Verdure surgelate,conf,68,24,OK,22.3,26.17,17.4,10,Nord Food SpA,F03,2026-11-12
SKU12212,Verdure miste 750g,Findus,Surgelati,Pesce surgelato,conf,49,11,OK,20.39,27.78,36.2,10,Agrimax Coop,J08,2028-03-18
SKU12219,Maschera capelli 300ml,Pantene,Igiene Personale,Rasatura,ml,179,19,OK,17.99,23.26,29.3,22,Agrimax Coop,D02,2029-09-25
SKU12228,Dado di carne,Cirio,Conserve e Legumi,Verdure conservate,pz,231,16,OK,15.09,20.97,39.0,10,Macro Distribuzione,G06,2028-02-18
SKU12235,Crema idratante viso 50ml,Gillette,Igiene Personale,Igiene orale,g,196,17,OK,6.97,9.54,36.9,22,Mediterr. Foods,H10,2029-09-16
SKU12236,Shampoo antiforfora 400ml,Dove,Igiene Personale,Igiene orale,ml,1,14,CRITICO,16.8,22.8,35.7,22,BioItalia Srl,F06,2027-08-09
SKU12241,Gelato cioccolato 1L,Rana,Surgelati,Gelati,kg,9,8,OK,16.11,22.21,37.9,10,Agrimax Coop,C06,2027-05-23
SKU12247,"Sprite 1,5L",Coca-Cola,Bevande,Bibite,L,102,23,OK,7.4,9.4,27.0,22,Macro Distribuzione,I04,2027-06-18
SKU12255,Collutorio 500ml,Pantene,Igiene Personale,Rasatura,ml,9,14,CRITICO,25.44,35.31,38.8,22,Distribuzione Sud Srl,F11,2029-06-07
SKU12262,Panini al latte,Galbusera,Pane e Bakery,Fette biscottate,pz,162,5,OK,21.01,31.3,49.0,10,Distribuzione Sud Srl,F04,2026-08-05
SKU12263,Carciofi sott'olio,Star,Conserve e Legumi,Pomodoro,pz,39,12,OK,4.44,6.0,35.1,10,Frigo Transport SpA,H10,2029-01-31
SKU12272,Asiago,Sterilgarda,Latticini e Uova,Latte,kg,86,9,OK,8.33,10.89,30.7,10,Fresh Logistics Srl,A13,2026-08-07
SKU12279,Rigatoni 500g,Gallo,Pasta e Riso,Pasta lunga,kg,195,9,OK,14.2,20.73,46.0,4,Continental Trade,D06,2028-05-05
SKU12286,Origano,Carli,Condimenti e Spezie,Aceto,ml,63,21,OK,15.84,24.53,54.9,10,Import & Export Frescura,H06,2027-08-21
SKU12288,Yogurt alla fragola,Sterilgarda,Latticini e Uova,Latte,pz,152,16,OK,10.42,12.78,22.6,10,Agrimax Coop,F15,2026-07-31
SKU12291,Biscotti integrali,Pavesi,Dolci e Snack,Biscotti,g,186,29,OK,5.83,7.58,30.0,22,Distribuzione Sud Srl,E03,2028-06-20
SKU12294,Spaghetti n.5 500g,Garofalo,Pasta e Riso,Pasta corta,kg,120,19,OK,19.52,23.32,19.5,4,BioItalia Srl,J03,2027-07-27
SKU12298,Gelato cioccolato 1L,Algida,Surgelati,Verdure surgelate,kg,177,9,OK,15.5,21.69,39.9,10,Fresh Logistics Srl,L05,2028-02-15
SKU12299,Tortiglioni 500g,Barilla,Pasta e Riso,Pasta corta,kg,69,24,OK,8.17,11.97,46.5,4,Distribuzione Sud Srl,B03,2028-01-24
SKU12304,Aglio in polvere,Knorr,Condimenti e Spezie,Spezie,ml,222,14,OK,10.28,12.27,19.4,10,Frigo Transport SpA,I11,2027-01-03
SKU12310,Patatine classiche,Nestlé,Dolci e Snack,Biscotti,g,143,19,OK,2.74,3.37,23.0,22,BioItalia Srl,J01,2027-08-02
SKU12316,Ferrero Rocher 16pz,Kinder,Dolci e Snack,Merendine,g,90,16,OK,4.65,5.99,28.8,22,Continental Trade,E11,2026-11-26
SKU12321,Pane bianco a fette,Gran Cereale,Pane e Bakery,Pane,g,168,17,OK,6.55,8.43,28.7,10,Frigo Transport SpA,I14,2026-07-17
SKU12328,Tonno in scatola al naturale,Callipo,Pesce,Molluschi,kg,114,15,OK,27.18,41.15,51.4,10,BioItalia Srl,L03,2026-06-30
SKU12337,Noce moscata,Carli,Condimenti e Spezie,Aceto,L,230,27,OK,24.19,30.81,27.4,10,Agrimax Coop,L03,2028-04-24
SKU12340,Passata di pomodoro 700ml,Star,Conserve e Legumi,Legumi,pz,81,10,OK,15.06,21.65,43.8,10,Distribuzione Sud Srl,F07,2029-06-11
SKU12347,Grissini integrali,Benessere,Pane e Bakery,Pane,conf,47,9,OK,4.51,5.53,22.6,10,Fresh Logistics Srl,E09,2026-08-10
SKU12351,"Sprite 1,5L",Coca-Cola,Bevande,Alcol,ml,199,27,OK,19.34,25.02,29.4,22,Continental Trade,K05,2028-04-16
SKU12357,Costolette di maiale,Natura+,Carne,Bovino,conf,104,6,OK,4.11,5.04,22.6,10,Frigo Transport SpA,D12,2026-07-09
SKU12361,Brillantante lavastoviglie,Dash,Pulizia Casa,Carta casa,g,221,19,OK,5.21,7.98,53.2,22,Mediterr. Foods,E04,2029-11-17
SKU12368,Detersivo lavatrice polvere 3kg,Regina,Pulizia Casa,Detersivi lavatrice,rotoli,146,28,OK,20.25,26.48,30.8,22,Nord Food SpA,H11,2030-01-16
SKU12369,Cozze,MarcaRe,Pesce,Pesce fresco,kg,246,25,OK,15.75,21.36,35.6,10,Import & Export Frescura,H08,2026-07-04
SKU12374,Sgrassatore cucina spray,Lenor,Pulizia Casa,Detersivi cucina,pz,176,6,OK,4.91,6.22,26.7,22,Mediterr. Foods,B09,2030-04-16
SKU12376,Guanciale stagionato,Beretta,Carne,Salumi,pz,45,5,OK,11.19,14.32,28.0,10,BioItalia Srl,H12,2026-06-29
SKU12381,Dado vegetale,Cirio,Conserve e Legumi,Condimenti,pz,180,8,OK,20.2,24.23,20.0,10,Macro Distribuzione,B07,2028-06-11
SKU12388,Dentifricio classico 75ml,Gillette,Igiene Personale,Cura capelli,g,11,17,CRITICO,26.61,34.63,30.1,22,Fresh Logistics Srl,L04,2028-04-28
SKU12391,Cosce di pollo,Amadori,Carne,Salumi,conf,246,29,OK,11.92,15.18,27.3,10,Agrimax Coop,C01,2026-06-30
SKU12395,Cipolle,Bonduelle,Frutta e Verdura,Frutta fresca,pz,139,20,OK,0.64,0.86,34.4,4,BioItalia Srl,D11,2026-07-07
SKU12403,Nutella 400g,Ferrero,Dolci e Snack,Merendine,conf,225,12,OK,2.5,3.48,39.2,22,Continental Trade,D09,2026-11-13
SKU12406,Macinato di manzo,Fiorucci,Carne,Pollame,conf,147,26,OK,1.32,1.97,49.2,10,Nord Food SpA,A13,2026-06-29
SKU12413,Cosce di pollo,Fiorucci,Carne,Suino,conf,146,24,OK,17.23,24.58,42.7,10,Fresh Logistics Srl,G03,2026-06-28
SKU12415,Sgrassatore cucina spray,Scottex,Pulizia Casa,Carta casa,rotoli,194,7,OK,10.51,13.68,30.2,22,Nord Food SpA,E15,2030-02-14
SKU12418,Emmental,Parmigiano Reggiano,Latticini e Uova,Uova,L,53,27,OK,14.9,20.26,36.0,10,Nord Food SpA,J12,2026-08-05
SKU12420,Mandorle sgusciate,Kinder,Dolci e Snack,Snack salati,conf,73,27,OK,17.05,24.98,46.5,22,Macro Distribuzione,E07,2028-03-15
SKU12426,Pancetta affumicata,SmartBuy,Carne,Suino,pz,46,30,OK,20.5,27.66,34.9,10,Import & Export Frescura,D05,2026-06-28
SKU12428,Rucola,MarcaRe,Frutta e Verdura,Funghi,kg,106,24,OK,20.73,25.56,23.3,4,Macro Distribuzione,F15,2026-07-06
SKU12432,Aglio,Benessere,Frutta e Verdura,Erbe aromatiche,kg,129,14,OK,7.35,8.65,17.7,4,Nord Food SpA,L11,2026-07-03
SKU12438,Crackers senza glutine,Mulino Bianco,Pane e Bakery,Fette biscottate,pz,236,15,OK,23.35,28.66,22.7,10,Mediterr. Foods,A10,2026-07-11
SKU12446,Wurstel di pollo,SmartBuy,Carne,Bovino,pz,237,18,OK,25.12,33.53,33.5,10,Import & Export Frescura,J10,2026-07-09
SKU12452,Cornetto classico x6,Findus,Surgelati,Piatti pronti,g,234,30,OK,6.07,8.64,42.3,10,Agrimax Coop,E12,2026-09-25
SKU12458,Pane azzimo,Galbusera,Pane e Bakery,Grissini e Crackers,conf,29,24,OK,16.12,21.05,30.6,10,Macro Distribuzione,A09,2026-07-20
SKU12465,Uova fresche M x6,Grana Padano DOP,Latticini e Uova,Uova,pz,55,14,OK,10.59,15.69,48.2,10,Agrimax Coop,B14,2026-07-26
SKU12466,Brillantante lavastoviglie,Dash,Pulizia Casa,Detersivi cucina,L,231,20,OK,12.59,14.6,16.0,22,Macro Distribuzione,I04,2030-06-02
SKU12471,Detergente bagno 500ml,Fairy,Pulizia Casa,Detersivi cucina,L,173,21,OK,21.61,25.7,18.9,22,Distribuzione Sud Srl,H13,2029-08-27
SKU12480,Latte intero UHT,Parmigiano Reggiano,Latticini e Uova,Latte,pz,223,24,OK,26.13,37.23,42.5,10,Mediterr. Foods,A12,2026-07-09
SKU12489,Sacchi immondizia 30L x30,Ace,Pulizia Casa,Detersivi cucina,g,228,25,OK,0.92,1.34,45.7,22,BioItalia Srl,D05,2029-02-01
SKU12494,Pizza margherita surgelata,Nestlé,Surgelati,Verdure surgelate,g,70,10,OK,18.89,23.78,25.9,10,Fresh Logistics Srl,J09,2028-02-02
SKU12496,Vongole,Benessere,Pesce,Molluschi,kg,72,30,OK,7.81,11.93,52.8,10,Agrimax Coop,B04,2026-07-02
SKU12502,Risotto ai funghi surgel.,Findus,Surgelati,Verdure surgelate,kg,12,26,CRITICO,3.9,5.22,33.8,10,Distribuzione Sud Srl,B08,2027-11-04
SKU12509,Porchetta,SmartBuy,Carne,Bovino,conf,182,11,OK,10.15,13.02,28.3,10,Fresh Logistics Srl,C04,2026-06-29
SKU12517,Yogurt greco alla vaniglia,Parmigiano Reggiano,Latticini e Uova,Formaggi,conf,120,19,OK,19.26,27.62,43.4,10,Agrimax Coop,K08,2026-07-19
SKU12523,Baguette,Gran Cereale,Pane e Bakery,Pane,g,124,19,OK,22.15,33.29,50.3,10,Mediterr. Foods,B14,2026-07-25
SKU12531,Digestive McVitie's,Bauli,Dolci e Snack,Biscotti,pz,130,9,OK,21.57,30.02,39.2,22,Nord Food SpA,F09,2028-04-15
SKU12533,Sgrassatore cucina spray,Lenor,Pulizia Casa,Detersivi cucina,pz,62,24,OK,11.4,15.0,31.6,22,Frigo Transport SpA,B02,2029-05-23
SKU12537,Collutorio 500ml,Oral-B,Igiene Personale,Cura capelli,ml,87,30,OK,22.03,29.17,32.4,22,Nord Food SpA,J12,2030-03-18
SKU12539,Birra Peroni 33cl,Yoga,Bevande,Succhi,pz,45,19,OK,9.31,11.07,18.9,22,Nord Food SpA,K04,2027-04-13
SKU12546,Peperoni sott'aceto,Mutti,Conserve e Legumi,Pomodoro,g,231,23,OK,2.81,4.15,47.7,10,Agrimax Coop,H11,2028-06-19
SKU12551,Crackers senza glutine,EasyShop,Pane e Bakery,Fette biscottate,pz,145,14,OK,6.0,9.01,50.2,10,Frigo Transport SpA,F14,2026-07-08
SKU12552,Tè freddo alla pesca,Barilla,Bevande,Acqua,L,94,6,OK,23.78,35.46,49.1,22,Continental Trade,G02,2027-04-14
SKU12557,Melone,Bonduelle,Frutta e Verdura,Funghi,pz,182,15,OK,19.75,25.83,30.8,4,Frigo Transport SpA,H07,2026-07-06
